,Age,Height,Weight,Overall,Potential,Growth,TotalStats,BaseStats,ValueEUR,WageEUR,ReleaseClause,IntReputation,ShootingTotal,PassingTotal,DribblingTotal,PhysicalityTotal,Crossing,ShortPassing,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,ShotPower,LongShots,Vision,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,PreferredFoot_Left,PreferredFoot_Right,AttackingWorkRate_High,AttackingWorkRate_Low,AttackingWorkRate_Medium,DefensiveWorkRate_High,DefensiveWorkRate_Low,DefensiveWorkRate_Medium
1073,23,190,86,77,83,6,1704,377,15000000,51000,0,1,39,47,59,80,31,59,48,59,59,67,78,63,68,60,38,38,72,15,7,13,6,11,55,51,51,51,51,51,54,55,58,55,68,72,68,72,79,72,0,1,0,0,1,1,0,0
1074,22,183,84,77,82,5,2157,461,16000000,57000,27600000,2,71,74,76,83,65,79,67,75,76,80,81,73,76,74,71,77,76,7,9,12,9,11,78,75,76,76,76,75,78,78,79,78,78,79,78,79,80,79,0,1,1,0,0,1,0,0
1075,26,177,69,77,78,1,1971,429,11500000,13000,23900000,1,60,67,76,69,75,70,70,54,73,89,86,85,75,66,54,65,75,6,6,7,11,10,71,73,71,71,71,73,73,76,71,76,77,72,77,77,71,77,0,1,1,0,0,0,0,1
1076,24,175,66,77,82,5,1725,376,16000000,14000,33200000,1,67,68,81,46,78,73,60,66,80,84,86,87,73,52,59,61,67,14,6,13,10,9,70,77,73,73,73,77,76,78,69,78,60,52,60,55,41,55,0,1,1,0,0,0,1,0
1077,28,178,67,77,77,0,2012,436,9500000,29000,19000000,1,66,70,77,71,78,72,66,63,76,86,84,84,75,75,65,68,68,15,14,15,8,15,73,75,73,73,73,75,75,77,74,77,77,73,77,76,70,76,0,1,1,0,0,1,0,0
1078,23,179,62,77,84,7,1879,407,21000000,14000,46200000,1,70,66,82,66,66,68,73,53,80,92,91,84,77,75,72,69,85,13,6,13,11,15,74,77,76,76,76,77,77,78,70,78,62,56,62,58,48,58,0,1,1,0,0,0,0,1
1079,26,168,68,77,80,3,2075,438,12500000,22000,22200000,1,68,75,77,71,71,79,72,76,77,77,72,77,74,75,68,76,80,11,11,9,8,7,72,74,73,73,73,74,77,77,78,77,78,78,78,76,72,76,0,1,1,0,0,1,0,0
1080,32,185,80,77,77,0,1959,429,8500000,30000,17000000,1,76,74,80,80,75,77,79,66,80,77,82,76,73,83,75,74,78,6,10,6,15,9,77,77,77,77,77,77,77,77,74,77,63,60,63,60,55,60,0,1,1,0,0,0,1,0
1081,23,180,72,77,83,6,1903,410,17000000,47000,32299999,2,71,64,83,60,66,69,59,54,83,85,88,81,75,69,54,68,75,10,6,9,5,8,79,77,77,77,77,77,77,78,70,78,63,59,63,61,57,61,1,0,1,0,0,0,0,1
1082,25,191,79,77,80,3,1932,416,14000000,15000,29100000,1,76,70,71,75,69,75,52,68,77,73,83,68,76,77,73,72,67,14,15,13,7,13,79,75,76,76,76,75,77,76,73,76,63,63,63,61,58,61,0,1,1,0,0,0,0,1
1083,20,178,79,77,87,10,1886,403,23000000,72000,47200000,2,67,74,81,59,75,77,73,69,80,87,78,85,70,67,65,73,69,14,13,11,15,5,72,77,75,75,75,77,78,78,72,78,63,59,63,59,51,59,0,1,1,0,0,0,0,1
1084,24,174,70,77,82,5,1876,406,15000000,25000,32600000,1,46,70,72,68,75,76,63,70,74,72,77,71,72,52,58,66,66,8,6,10,10,15,64,68,66,66,66,68,70,72,73,72,77,75,77,77,74,77,0,1,0,0,1,0,0,1
1085,21,181,79,77,86,9,2082,445,22500000,25000,42800000,1,66,77,76,76,72,81,74,80,79,74,82,74,73,75,74,77,74,13,9,8,7,7,72,73,73,73,73,73,77,77,78,77,77,78,77,76,76,76,0,1,0,0,1,1,0,0
1086,24,184,78,77,80,3,1976,434,13500000,56000,26700000,2,63,70,71,76,77,74,65,68,73,81,80,62,74,68,59,65,74,7,7,7,14,14,73,72,72,72,72,72,73,76,74,76,78,75,78,77,76,77,1,0,0,0,1,0,0,1
1087,22,183,71,77,84,7,1848,401,21500000,78000,45200000,1,78,59,76,71,51,68,65,61,76,92,94,89,77,76,71,53,69,8,6,9,5,11,79,75,76,76,76,75,75,75,67,75,55,51,55,52,45,52,0,1,0,0,1,0,0,1
1088,20,180,71,77,87,10,1945,419,23000000,16000,43700000,2,69,72,82,63,63,74,66,70,80,90,81,91,70,71,72,77,74,6,10,14,11,7,73,77,76,76,76,77,79,78,74,78,65,64,65,62,56,62,0,1,1,0,0,0,1,0
1089,22,188,81,77,82,5,1838,406,16000000,36000,28400000,1,73,68,80,70,70,72,72,60,80,86,90,74,70,78,69,68,76,10,12,15,11,9,77,77,76,76,76,77,77,78,69,78,57,53,57,53,46,53,0,1,0,0,1,0,1,0
1090,32,187,82,77,77,0,1286,415,5000000,12000,8500000,1,72,69,78,75,16,23,25,24,19,42,48,55,72,52,13,50,32,76,72,69,75,78,32,27,29,29,29,27,31,30,31,30,30,31,30,30,33,30,1,0,0,0,1,0,0,1
1091,26,172,67,77,78,1,1933,403,12500000,55000,24700000,1,76,74,80,61,74,75,81,73,77,89,76,92,72,76,79,74,80,14,8,11,7,7,76,77,76,76,76,77,78,78,72,78,57,54,57,53,45,53,0,1,1,0,0,0,0,1
1092,27,184,81,77,78,1,2019,434,12000000,55000,21300000,2,71,75,76,76,69,79,69,76,78,66,63,68,78,78,71,78,72,13,13,7,11,6,74,74,75,75,75,74,77,76,78,76,76,78,76,75,74,75,1,0,0,0,1,0,0,1
1093,37,177,77,77,77,0,2047,437,2100000,25000,4000000,1,72,75,73,76,61,82,66,79,82,69,66,63,71,81,80,77,79,13,5,13,14,11,74,71,73,73,73,71,76,74,77,74,75,77,75,75,76,75,0,1,0,0,1,0,0,1
1094,23,179,70,77,81,4,1964,411,14000000,37000,27700000,1,54,75,76,59,78,78,74,70,77,75,74,75,77,60,58,71,77,11,15,9,6,8,67,72,71,71,71,72,74,76,76,76,78,75,78,77,71,77,1,0,1,0,0,0,0,1
1095,23,193,89,77,82,5,1684,371,14500000,21000,27200000,2,39,54,59,72,35,71,34,59,69,66,68,67,79,62,35,49,72,6,10,10,9,14,58,54,56,56,56,54,59,58,63,58,70,74,70,73,79,73,1,0,0,0,1,0,0,1
1096,26,189,88,77,80,3,2093,441,13500000,71000,26700000,2,72,77,71,82,75,81,73,78,76,53,68,55,73,85,76,75,77,14,8,14,14,6,76,72,74,74,74,72,76,75,79,75,78,80,78,77,80,77,0,1,1,0,0,1,0,0
1097,23,171,76,77,82,5,1926,422,16000000,62000,31600000,1,72,70,76,63,75,74,74,58,76,96,95,85,75,79,69,68,69,7,6,11,15,9,74,77,75,75,75,77,76,78,71,78,67,62,67,64,55,64,0,1,1,0,0,1,0,0
1098,24,194,92,77,83,6,1677,365,15000000,48000,31500000,2,36,52,55,79,37,67,32,63,63,60,69,52,73,50,31,43,70,10,7,6,14,9,56,52,53,53,53,52,56,57,62,57,69,74,69,72,79,72,0,1,0,0,1,0,0,1
1099,24,191,87,77,84,7,1919,407,21500000,26000,49500000,1,79,64,71,76,67,72,60,52,74,72,72,62,75,82,76,59,66,12,11,15,10,6,79,72,73,73,73,72,72,73,67,73,61,59,61,59,59,59,0,1,1,0,0,0,0,1
1100,23,183,80,77,83,6,1901,417,15500000,64000,32600000,1,50,69,73,70,73,72,60,65,74,78,85,72,74,54,40,67,66,13,7,6,5,14,67,70,68,68,68,70,71,74,71,74,77,74,77,77,74,77,0,1,1,0,0,0,0,1
1101,22,177,67,77,83,6,2019,422,17000000,41000,32299999,2,73,74,77,71,67,80,68,78,80,74,39,78,69,81,76,78,78,10,5,8,9,6,72,72,73,73,73,72,77,75,79,75,75,78,75,73,73,73,0,1,1,0,0,1,0,0
1102,23,173,68,77,83,6,2092,441,15500000,41000,32600000,1,72,75,75,73,77,77,72,72,74,74,74,73,75,84,78,71,69,6,7,10,11,13,74,74,74,74,74,74,76,77,77,77,78,77,78,77,74,77,1,0,1,0,0,1,0,0
1103,23,180,70,77,83,6,2030,426,16500000,24000,36300000,2,72,75,82,65,72,77,71,74,80,79,70,80,72,74,78,76,78,12,9,14,14,15,74,76,76,76,76,76,79,78,77,78,71,70,71,69,64,69,1,0,0,0,1,0,0,1
1104,27,174,70,77,78,1,1986,428,12000000,40000,23700000,1,72,74,80,63,71,77,74,68,77,88,85,86,78,78,65,76,74,6,9,13,13,12,74,78,77,77,77,78,78,78,75,78,71,68,71,68,59,68,1,0,0,0,1,1,0,0
1105,25,172,70,77,82,5,2080,452,15500000,31000,27500000,2,67,72,77,83,65,80,51,72,78,76,77,82,81,74,65,74,80,8,8,14,5,15,74,75,75,75,75,75,78,78,79,78,80,81,80,79,78,79,0,1,1,0,0,1,0,0
1106,23,174,71,77,83,6,1848,399,16500000,54000,0,1,73,68,82,62,73,72,69,53,80,87,83,90,69,77,70,72,76,12,12,9,15,6,74,77,76,76,76,77,77,78,69,78,59,54,59,55,45,55,0,1,0,0,1,0,0,1
1107,25,183,71,77,80,3,1941,415,14000000,59000,27700000,2,76,69,78,71,67,74,67,60,77,82,83,82,77,78,68,74,75,12,9,14,8,15,79,77,77,77,77,77,78,78,72,78,62,59,62,59,54,59,0,1,1,0,0,0,0,1
1108,29,187,85,77,77,0,2004,430,9000000,27000,17100000,1,62,74,69,80,71,75,81,77,71,69,69,52,81,73,72,72,67,11,15,8,7,7,68,68,68,68,68,68,71,72,75,72,77,77,77,76,77,76,0,1,1,0,0,1,0,0
1109,21,178,78,77,77,0,1761,398,12500000,28000,23800000,1,63,72,76,69,74,74,56,70,75,81,81,77,77,63,56,75,59,10,10,11,14,9,70,75,74,74,74,75,77,77,73,77,64,60,64,59,49,59,1,0,0,0,1,0,0,1
1110,25,180,75,77,77,0,2005,436,12000000,37000,21600000,1,73,77,82,70,67,85,70,83,85,85,79,75,80,75,79,75,78,8,9,12,8,8,77,77,77,77,77,77,77,77,77,77,69,70,69,67,62,67,0,1,0,0,1,0,0,1
1111,33,189,84,77,77,0,1667,368,5000000,26000,9500000,1,39,53,56,81,42,69,36,69,67,62,57,61,69,65,41,32,68,13,16,11,6,9,55,50,51,51,51,50,54,56,61,56,70,75,70,73,77,73,0,1,0,0,1,0,0,1
1112,25,178,75,77,77,0,1947,415,10500000,33000,20000000,1,54,71,73,63,72,73,61,71,77,76,81,72,74,54,53,71,72,8,16,9,10,15,66,70,68,68,68,70,72,74,73,74,77,75,77,77,73,77,0,1,0,0,1,0,0,1
1113,27,179,70,77,78,1,2004,435,11000000,56000,21700000,1,63,72,80,70,78,75,72,69,78,77,82,77,74,75,71,71,75,8,7,10,7,7,71,74,73,73,73,74,75,77,75,77,77,74,77,76,72,76,1,0,1,0,0,0,0,1
1114,29,179,77,77,77,0,1920,416,9000000,34000,16200000,1,65,70,63,77,67,78,60,76,73,63,66,62,69,71,68,60,52,13,9,7,9,12,67,65,65,65,65,65,68,69,73,69,75,77,75,75,76,75,1,0,0,0,1,0,0,1
1115,25,176,72,77,77,0,1784,392,10500000,33000,18900000,1,61,65,57,79,41,78,33,75,74,59,57,54,75,84,68,74,60,10,7,6,5,6,66,60,65,65,65,60,68,65,74,65,71,77,71,72,74,72,0,1,0,0,1,0,0,1
1116,33,175,68,77,77,0,2087,432,5500000,23000,10500000,1,63,75,77,64,75,75,84,72,73,85,79,89,82,70,61,73,80,13,13,9,8,12,71,74,73,73,73,74,76,77,76,77,77,75,77,77,72,77,1,0,1,0,0,0,0,1
1117,26,165,67,77,77,0,1898,394,11500000,15000,0,1,71,71,83,46,66,73,79,64,78,91,82,93,78,76,69,75,81,7,10,10,8,6,72,77,76,76,76,77,77,77,72,77,62,58,62,58,48,58,0,1,1,0,0,0,1,0
1118,25,174,71,77,77,0,1911,392,11500000,36000,21900000,1,73,76,77,60,74,75,86,75,76,89,71,88,82,74,68,79,84,8,15,15,13,8,74,77,76,76,76,77,77,77,74,77,59,56,59,54,43,54,1,0,1,0,0,0,0,1
1119,28,176,66,77,77,0,2033,438,10500000,21000,15800000,1,71,73,77,70,76,73,63,66,75,91,88,82,73,68,71,78,77,13,12,15,5,7,73,77,75,75,75,77,77,77,75,77,74,70,74,72,64,72,0,1,1,0,0,0,0,1
1120,27,188,86,77,79,2,1924,418,11000000,48000,18400000,1,53,61,64,81,58,65,60,67,58,86,75,55,72,74,60,50,73,12,14,13,12,12,65,63,63,63,63,63,64,67,66,67,74,74,74,76,79,76,1,0,1,0,0,1,0,0
1121,24,184,77,77,80,3,2079,450,14500000,25000,25700000,2,64,77,76,79,70,85,65,78,78,76,81,75,76,69,65,74,77,6,12,9,7,8,73,74,74,74,74,74,78,78,79,78,79,80,79,78,77,78,0,1,0,0,1,1,0,0
1122,23,190,86,77,82,5,1566,349,14500000,37000,28600000,2,28,53,56,83,25,71,34,68,64,51,53,34,73,54,17,51,70,12,8,11,8,6,52,47,50,50,50,47,54,54,63,54,66,75,66,69,79,69,0,1,0,0,1,1,0,0
1123,25,182,75,77,80,3,1970,424,13000000,18000,27000000,1,51,70,73,79,76,72,65,66,74,79,82,71,71,64,54,69,71,14,12,9,12,13,67,70,68,68,68,70,71,74,73,74,77,75,77,76,73,76,0,1,1,0,0,0,0,1
1124,22,170,73,77,80,3,2045,443,13500000,21000,19900000,1,64,71,76,76,74,74,76,69,74,85,84,76,75,80,69,68,72,14,8,5,6,9,73,73,73,73,73,73,74,76,74,76,78,75,78,77,75,77,1,0,1,0,0,0,0,1
1125,21,183,77,77,77,0,1259,413,9500000,18000,18100000,1,77,75,71,77,13,29,16,18,23,35,34,36,76,56,19,70,48,79,77,75,77,71,32,28,31,31,31,28,35,32,35,32,29,32,29,29,32,29,0,1,0,0,1,0,0,1
1126,33,175,71,77,77,0,1920,412,5500000,32000,9900000,1,48,69,75,70,72,77,51,74,71,74,77,81,75,34,51,56,73,15,8,15,10,13,63,69,65,65,65,69,70,73,72,73,77,76,77,77,75,77,0,1,1,0,0,0,0,1
1127,29,165,62,77,77,0,2026,424,9500000,36000,18100000,1,62,71,69,69,76,73,76,68,69,76,82,74,77,75,60,60,78,12,7,8,13,10,68,68,66,66,66,68,68,71,70,71,76,74,76,76,75,76,1,0,0,0,1,0,0,1
1128,29,183,79,76,76,0,1958,424,0,0,0,1,76,74,75,75,68,75,70,73,77,75,76,78,77,78,77,80,77,12,7,9,10,7,76,76,76,76,76,76,76,76,76,76,67,66,67,64,59,64,0,1,1,0,0,1,0,0
1129,27,187,80,76,77,1,1976,425,8500000,14000,17600000,1,59,73,77,79,69,79,54,76,80,66,66,66,76,74,70,72,74,13,7,7,13,11,70,71,71,71,71,71,75,75,77,75,76,77,76,74,75,74,0,1,0,0,1,1,0,0
1130,29,182,75,76,76,0,2052,425,7500000,41000,12800000,2,72,78,80,61,74,82,79,78,83,69,68,81,69,76,78,77,74,11,12,13,7,6,74,76,75,75,75,76,76,76,76,76,72,73,72,70,69,70,0,1,1,0,0,0,0,1
1131,28,171,65,76,76,0,2015,431,7000000,28000,14700000,2,66,68,77,69,78,73,66,64,78,79,85,80,75,80,74,61,66,10,14,9,10,11,72,74,73,73,73,74,74,76,73,76,76,73,76,76,73,76,1,0,1,0,0,0,0,1
1132,27,189,93,76,79,3,1282,421,7500000,43000,0,1,74,75,79,73,13,24,14,22,27,43,41,58,71,56,14,58,30,78,74,75,73,79,33,28,31,31,31,28,33,31,32,31,28,31,28,28,33,28,0,1,0,0,1,0,0,1
1133,28,182,78,76,76,0,1891,402,7000000,58000,11600000,2,46,70,74,69,77,74,75,68,75,66,69,75,73,67,51,63,74,5,3,5,5,3,64,67,65,65,65,67,69,71,72,71,76,75,76,76,75,76,0,1,0,0,1,0,0,1
1134,29,173,73,76,76,0,2004,415,6500000,24000,13000000,2,65,74,73,75,64,80,71,78,75,63,56,70,76,77,69,78,74,7,11,11,15,15,69,70,71,71,71,70,75,73,76,73,73,76,73,72,72,72,0,1,0,0,1,1,0,0
1135,26,185,79,76,79,3,1869,404,9000000,34000,17800000,1,60,63,70,78,43,74,45,69,74,55,60,54,77,75,66,72,72,9,15,8,8,12,69,65,69,69,69,65,71,69,74,69,72,77,72,72,77,72,0,1,0,1,0,1,0,0
1136,30,179,74,76,76,0,2006,422,7000000,31000,14700000,2,75,74,75,67,80,72,76,74,77,73,79,73,75,81,82,76,70,16,7,14,7,8,75,75,75,75,75,75,76,76,75,76,70,68,70,68,63,68,1,0,1,0,0,0,0,1
1137,30,186,80,76,76,0,2028,411,6500000,44000,12400000,1,67,75,67,77,74,78,73,75,76,51,50,62,75,84,77,67,76,13,9,16,6,12,70,66,68,68,68,66,71,70,75,70,73,76,73,73,76,73,0,1,0,0,1,1,0,0
1138,28,188,88,76,78,2,1276,418,6500000,18000,10200000,1,73,75,79,77,12,46,16,45,36,37,37,53,65,56,13,49,62,77,73,75,77,79,33,31,33,33,33,31,38,36,39,36,31,36,31,29,31,29,1,0,0,0,1,0,0,1
1139,26,185,74,76,78,2,1967,413,9000000,49000,17800000,1,64,77,77,64,76,80,67,76,79,67,60,71,78,60,62,81,79,7,15,12,9,12,71,74,73,73,73,74,78,77,78,77,75,75,75,73,69,73,1,0,0,0,1,0,0,1
1140,28,181,74,76,76,0,1919,420,7000000,55000,13300000,1,51,66,73,69,73,72,64,60,71,89,92,75,72,58,46,60,63,16,7,8,15,9,66,70,67,67,67,70,70,73,69,73,76,72,76,76,71,76,0,1,1,0,0,0,0,1
1141,27,185,78,76,76,0,1843,390,8000000,88000,0,2,77,59,76,72,65,62,66,38,77,74,73,75,76,81,73,64,81,9,10,16,7,15,76,73,74,74,74,73,73,72,63,72,55,51,55,52,50,52,0,1,0,0,1,0,1,0
1142,27,191,79,76,79,3,2057,436,8500000,21000,18500000,1,70,71,72,83,67,74,72,72,76,62,69,61,70,79,75,71,73,12,16,10,13,7,74,70,71,71,71,70,73,73,76,73,75,77,75,75,77,75,0,1,0,0,1,1,0,0
1143,27,187,85,76,76,0,1963,422,7000000,25000,11900000,2,56,66,70,82,71,64,66,64,71,76,70,65,73,68,55,68,69,15,15,12,6,6,68,68,67,67,67,68,69,72,71,72,76,75,76,76,76,76,0,1,1,0,0,1,0,0
1144,32,171,74,76,76,0,2028,431,6000000,12000,9600000,1,67,76,75,79,67,80,76,79,76,67,65,75,74,66,70,77,75,15,8,7,11,9,69,72,72,72,72,72,76,75,76,75,75,76,75,73,72,73,0,1,0,0,1,1,0,0
1145,30,175,75,76,76,0,2035,431,6500000,950,13700000,1,60,71,71,82,78,71,65,72,67,74,72,74,76,70,53,70,72,6,9,7,14,15,70,70,69,69,69,70,71,74,73,74,76,76,76,76,76,76,0,1,1,0,0,1,0,0
1146,29,178,78,76,76,0,2033,432,6500000,1000,13700000,1,62,73,73,74,76,74,75,74,74,78,78,67,73,73,54,69,70,14,6,7,6,15,71,72,71,71,71,72,73,76,74,76,76,76,76,76,74,76,0,1,0,0,1,1,0,0
1147,26,188,83,76,79,3,1835,400,10000000,44000,19800000,2,78,67,75,72,65,69,70,58,75,76,78,70,68,87,74,71,74,4,6,4,4,4,78,73,75,75,75,73,75,74,68,74,56,53,56,52,48,52,0,1,1,0,0,0,1,0
1148,29,180,70,76,76,0,1945,425,6500000,19000,13000000,1,51,72,75,75,76,72,68,70,76,83,86,79,73,62,51,75,67,15,11,14,10,10,68,72,70,70,70,72,74,76,74,76,76,74,76,75,71,75,1,0,1,0,0,0,0,1
1149,29,190,77,76,76,0,1602,332,6500000,28000,11700000,2,41,52,49,72,30,69,33,69,54,46,34,52,79,58,35,39,71,14,10,16,10,9,55,46,49,49,49,46,53,51,60,51,65,73,65,68,76,68,0,1,0,0,1,0,0,1
1150,31,170,66,76,76,0,1996,414,6000000,9000,9000000,1,70,76,77,66,74,78,67,73,78,74,68,82,73,70,75,82,73,16,13,14,12,7,72,75,74,74,74,75,76,76,76,76,70,70,70,67,62,67,0,1,0,0,1,0,1,0
1151,28,170,65,76,76,0,2020,422,7500000,38000,12800000,2,75,73,82,63,73,72,72,75,82,83,78,89,70,73,78,74,73,12,7,12,10,7,74,76,76,76,76,76,76,76,76,76,69,66,69,66,57,66,0,1,1,0,0,0,0,1
1152,29,188,83,76,76,0,1911,411,6500000,23000,11700000,2,58,65,63,75,60,68,45,76,66,67,74,65,76,72,77,71,74,13,7,16,13,7,66,64,65,65,65,64,68,67,72,67,74,76,74,75,76,75,0,1,1,0,0,0,0,1
1153,29,196,90,76,76,0,1449,451,5000000,40000,9500000,1,75,85,79,75,23,49,33,54,32,60,58,61,58,64,19,63,61,78,75,85,75,79,35,35,35,35,35,35,41,40,43,40,35,39,35,34,33,34,0,1,0,0,1,0,0,1
1154,31,179,80,76,76,0,2077,437,5500000,25000,9900000,2,63,76,77,75,83,75,85,69,76,75,78,76,76,75,66,69,72,15,7,7,10,8,71,73,71,71,71,73,74,76,74,76,76,75,76,76,73,76,0,1,0,0,1,0,0,1
1155,27,196,80,76,78,2,1242,415,7000000,30000,13800000,1,76,70,76,75,15,34,12,35,24,43,41,60,73,53,15,61,57,76,76,70,75,76,32,30,32,32,32,30,36,33,36,33,29,32,29,28,28,28,0,1,0,0,1,0,0,1
1156,30,196,85,76,76,0,1761,382,6000000,13000,9600000,2,49,64,62,79,57,71,33,71,68,50,54,52,76,77,55,62,73,14,7,10,13,16,63,59,60,60,60,59,63,63,69,63,70,75,70,71,76,71,0,1,0,0,1,1,0,0
1157,29,173,63,76,76,0,1943,401,7500000,32000,12800000,2,72,71,81,55,69,72,76,67,81,81,76,88,74,72,72,74,75,11,7,14,9,14,75,76,76,76,76,76,76,76,72,76,61,60,61,59,54,59,0,1,0,0,1,0,0,1
1158,27,184,76,76,76,0,1976,424,8000000,1000,16800000,1,75,72,74,69,75,75,75,71,78,82,84,76,72,77,74,68,72,6,7,10,15,15,76,76,76,76,76,76,76,76,72,76,67,64,67,65,60,65,0,1,1,0,0,0,0,1
1159,20,175,65,76,86,10,1715,359,16500000,52000,34700000,1,67,72,81,35,77,74,68,69,78,79,77,89,76,64,60,69,82,13,10,14,6,6,70,77,75,75,75,77,77,77,69,77,56,50,56,51,38,51,1,0,1,0,0,0,0,1
1160,27,185,70,76,76,0,1957,417,7000000,31000,13300000,1,54,70,72,77,76,73,69,68,72,65,73,67,73,63,59,65,73,13,6,14,13,8,66,68,66,66,66,68,70,72,72,72,76,76,76,76,76,76,1,0,1,0,0,1,0,0
1161,32,179,71,76,76,0,2027,423,6000000,19000,12000000,2,73,78,77,69,77,79,82,80,78,64,55,73,77,76,77,75,63,15,12,14,15,6,72,73,73,73,73,73,76,76,76,76,75,76,75,73,69,73,0,1,1,0,0,0,0,1
1162,30,186,78,76,76,0,1969,418,7500000,43000,12800000,2,76,61,74,80,52,67,69,45,75,79,77,74,72,84,70,69,80,7,13,9,7,9,76,72,75,75,75,72,74,72,67,72,62,61,62,61,63,61,1,0,1,0,0,1,0,0
1163,25,187,70,76,80,4,1966,414,10500000,46000,21800000,1,75,59,71,81,54,62,61,56,73,80,80,82,77,73,65,63,77,16,8,8,7,8,78,71,73,73,73,71,72,72,68,72,62,62,62,62,62,62,0,1,1,0,0,1,0,0
1164,30,181,66,76,76,0,1970,419,7000000,26000,11900000,1,68,72,77,56,78,73,68,68,76,82,88,80,68,76,72,68,68,14,10,11,11,9,71,75,73,73,73,75,75,76,73,76,74,69,74,72,63,72,0,1,0,0,1,0,0,1
1165,28,190,79,76,77,1,1636,358,7000000,24000,10300000,1,38,50,52,76,42,66,30,64,63,58,66,59,68,56,24,31,68,11,7,13,13,12,55,49,50,50,50,49,52,55,59,55,70,74,70,73,77,73,0,1,0,0,1,1,0,0
1166,25,194,90,76,79,3,1888,409,10000000,61000,0,1,74,66,70,83,66,67,74,59,75,72,87,55,74,80,68,69,79,15,12,8,15,8,78,72,74,74,74,72,73,74,68,74,59,57,59,56,54,56,1,0,1,0,0,0,0,1
1167,28,181,80,76,76,0,1975,426,7500000,49000,12000000,1,72,74,80,74,75,75,75,71,80,76,80,82,69,76,73,73,72,9,9,16,12,11,75,76,75,75,75,76,76,76,74,76,65,64,65,62,58,62,0,1,1,0,0,0,0,1
1168,30,188,79,76,76,0,1191,418,5000000,7000,7500000,2,68,68,80,78,12,32,24,33,28,43,49,48,71,51,11,11,55,78,68,68,78,80,32,25,27,27,27,25,28,29,29,29,29,30,29,29,30,29,0,1,0,0,1,0,0,1
1169,33,188,83,76,76,0,1906,392,4800000,57000,9100000,3,76,73,69,80,72,75,75,73,74,44,49,53,78,81,68,76,78,10,9,6,15,11,76,70,73,73,73,70,75,73,74,73,61,66,61,58,62,58,0,1,1,0,0,1,0,0
1170,26,192,90,76,80,4,1297,430,8000000,13000,12600000,1,75,74,77,75,16,35,19,27,24,55,49,52,66,56,15,42,61,77,75,74,75,77,34,31,32,32,32,31,34,34,34,34,32,33,32,31,32,31,0,1,0,0,1,0,0,1
1171,27,176,70,76,77,1,2038,433,8000000,32000,15800000,2,65,70,74,74,74,75,69,70,75,76,76,71,75,72,68,62,67,11,10,11,14,12,72,72,71,71,71,72,73,75,74,75,77,76,77,76,76,76,1,0,1,0,0,0,0,1
1172,23,183,62,76,82,6,1937,410,12000000,33000,25200000,1,71,75,79,64,75,78,73,67,79,74,73,78,72,70,73,76,78,8,14,9,13,7,74,76,75,75,75,76,78,77,74,77,66,64,66,63,58,63,1,0,1,0,0,0,0,1
1173,27,187,80,76,76,0,1585,350,7000000,32000,0,2,34,46,62,71,34,63,20,58,63,55,61,58,69,38,20,32,74,14,9,6,9,5,55,51,51,51,51,51,54,55,58,55,67,71,67,69,76,69,0,1,0,0,1,1,0,0
1174,25,189,77,76,82,6,1563,337,10500000,42000,22100000,1,22,53,55,77,44,65,23,55,59,50,54,52,77,25,23,52,62,11,13,16,7,9,48,48,47,47,47,48,53,54,60,54,68,73,68,71,78,71,0,1,0,0,1,1,0,0
1175,25,180,69,76,79,3,2032,432,10000000,33000,19800000,1,67,72,74,76,67,76,63,73,77,72,67,69,77,78,75,73,74,8,11,12,7,9,73,72,72,72,72,72,75,75,78,75,77,78,77,76,76,76,0,1,0,0,1,1,0,0
1176,24,169,68,76,78,2,1966,419,9500000,1000,21600000,1,73,74,81,57,76,74,83,65,81,81,76,75,69,78,70,76,80,9,11,8,6,6,73,76,75,75,75,76,77,77,74,77,70,67,70,67,61,67,1,0,1,0,0,0,0,1
1177,25,178,69,76,81,5,1982,435,11000000,25000,23900000,1,63,71,76,77,58,81,59,79,78,72,74,74,73,66,66,71,74,6,13,11,10,6,71,71,71,71,71,71,75,75,78,75,77,79,77,76,77,76,0,1,0,0,1,0,0,1
1178,25,177,79,76,81,5,1961,420,11000000,51000,20600000,1,75,66,74,84,56,73,65,64,76,77,79,67,69,80,68,70,74,13,13,9,12,8,78,73,75,75,75,73,75,74,70,74,60,61,60,58,59,58,0,1,1,0,0,0,0,1
1179,24,172,69,76,82,6,1970,415,12000000,46000,25200000,1,77,66,76,71,62,70,69,58,74,93,88,87,76,76,76,67,75,10,13,13,12,7,78,76,76,76,76,76,76,76,69,76,61,57,61,58,52,58,0,1,1,0,0,0,1,0
1180,25,183,72,76,79,3,1826,390,10000000,42000,16800000,1,73,74,77,62,69,78,62,73,78,75,77,74,76,74,69,77,80,8,6,11,12,16,74,75,75,75,75,75,78,77,73,77,58,56,58,54,44,54,0,1,0,0,1,0,0,1
1181,25,179,75,76,82,6,2009,435,10500000,30000,23100000,1,64,72,75,81,67,77,70,76,76,73,71,74,71,73,68,72,72,14,6,9,13,7,71,71,71,71,71,71,74,75,76,75,75,77,75,74,74,74,0,1,0,0,1,1,0,0
